,dst_host_count,flag_S3,dst_host_srv_count,hot,same_srv_rate,Protocol_type_tcp,dst_host_same_src_port_rate,dst_host_rerror_rate,count,dst_host_serror_rate,srv_count,Protocol_type_icmp,label
9014,0.011764706,0,0.180392157,0,1,1,1,0,0.001956947,0,0.001956947,0,9
9015,0.003921569,0,0.121568627,0,1,1,1,0,0.001956947,0,0.001956947,0,9
9016,0.011764706,0,0.090196078,0,1,1,1,0,0.001956947,0,0.001956947,0,9
9017,0.043137255,0,0.074509804,0,1,1,1,0,0.003913894,0,0.003913894,0,9
9018,0.870588235,0,0.325490196,0,1,1,0.36,0,0.003913894,0,0.003913894,0,9
9019,0.450980392,0,0.050980392,0.363636364,1,1,0.01,0.07,0.001956947,0.02,0.001956947,0,9
9020,0.031372549,0,0.137254902,0,1,1,1,0,0.003913894,0,0.003913894,0,9
9021,0.019607843,0,0.117647059,0.051948052,1,1,1,0,0.001956947,0,0.001956947,0,9
9022,0.031372549,0,0.192156863,0,1,1,1,0,0.003913894,0,0.003913894,0,9
9023,0.007843137,0,0.062745098,0,1,1,1,0,0.003913894,0,0.003913894,0,9
9024,0.003921569,0,0.133333333,0.038961039,1,1,1,0,0.001956947,0,0.001956947,0,9
9025,0.015686275,0,0.058823529,0.012987013,1,1,1,0,0.001956947,0,0.001956947,0,9
9026,0.003921569,0,0.137254902,0,1,1,1,0,0.001956947,0,0.001956947,0,9
9027,1,0,0.160784314,0.363636364,1,1,0,0,0.001956947,0.06,0.001956947,0,9
9028,1,0,0.439215686,0.363636364,1,1,0,0,0.001956947,0,0.001956947,0,9
9029,0.850980392,0,0.176470588,0.363636364,1,1,0,0.01,0.001956947,0,0.001956947,0,9
9030,0.007843137,0,0.176470588,0,1,1,1,0,0.003913894,0,0.003913894,0,9
9031,1,0,0.090196078,0.25974026,1,1,0,0,0.001956947,0.13,0.001956947,0,9
9032,1,0,0.031372549,0.051948052,1,1,0,0,0.001956947,0.19,0.001956947,0,9
9033,0.796078431,0,0.121568627,0.363636364,1,1,0,0.01,0.001956947,0,0.001956947,0,9
9034,1,0,0.415686275,0.363636364,1,1,0,0.01,0.001956947,0,0.001956947,0,9
9035,0.003921569,0,0.11372549,0,1,1,1,0,0.001956947,0,0.001956947,0,9
9036,1,0,0.247058824,0,1,1,0.35,0,0.003913894,0.02,0.003913894,0,9
9037,0.023529412,0,0.023529412,0,1,1,1,0,0.001956947,0,0.001956947,0,9
9038,0.482352941,0,0.082352941,0.363636364,1,1,0.01,0.07,0.001956947,0.02,0.001956947,0,9
9039,0.035294118,0,0.250980392,0,1,1,1,0,0.003913894,0.22,0.003913894,0,9
9040,1,0,0.329411765,0.363636364,1,1,0,0,0.001956947,0,0.001956947,0,9
9041,0.015686275,0,0.121568627,0,1,1,1,0,0.001956947,0,0.001956947,0,9
9042,0.02745098,0,0.105882353,0,1,1,1,0,0.001956947,0,0.001956947,0,9
9043,0.015686275,0,0.117647059,0,1,1,1,0,0.003913894,0,0.003913894,0,9
9044,1,0,0.376470588,0.363636364,1,1,0,0.01,0.001956947,0,0.001956947,0,9
9045,1,0,0.325490196,0.363636364,1,1,0,0,0.001956947,0,0.001956947,0,9
9046,0.02745098,0,0.17254902,0,1,1,1,0,0.003913894,0,0.003913894,0,9
9047,0.007843137,0,0.152941176,0,1,1,1,0,0.003913894,0,0.003913894,0,9
9048,0.015686275,0,0.152941176,0,1,1,1,0,0.003913894,0,0.003913894,0,9
9049,1,0,0.501960784,0.363636364,1,1,0,0.01,0.001956947,0,0.001956947,0,9
9050,0.011764706,0,0.149019608,0,1,1,0.33,0,0.001956947,0,0.001956947,0,9
9051,1,0,0.145098039,0.363636364,1,1,0,0,0.001956947,0.07,0.001956947,0,9
9052,1,0,0.094117647,0.25974026,1,1,0,0,0.001956947,0.13,0.001956947,0,9
9053,0.784313725,0,0.109803922,0.363636364,1,1,0,0.01,0.001956947,0,0.001956947,0,9
9054,0.439215686,0,0.039215686,0.363636364,1,1,0.01,0.07,0.001956947,0.02,0.001956947,0,9
9055,0.098039216,0,0.003921569,0,1,1,0.04,0,0.001956947,0,0.001956947,0,9
9056,0.039215686,0,0.039215686,0,1,1,1,0,0.003913894,0,0.003913894,0,9
9057,0.854901961,0,0.180392157,0.363636364,1,1,0,0.01,0.001956947,0,0.001956947,0,9
9058,0.019607843,0,0.176470588,0,1,1,1,0.2,0.003913894,0,0.003913894,0,9
9059,0.729411765,0,0.054901961,0.363636364,1,1,0.01,0.01,0.001956947,0.01,0.001956947,0,9
9060,0.890196078,0,0.215686275,0.363636364,1,1,0,0.01,0.001956947,0,0.001956947,0,9
9061,0.8,0,0.125490196,0.363636364,1,1,0,0.01,0.001956947,0,0.001956947,0,9
9062,1,0,0.015686275,0.077922078,1,1,0,0,0.001956947,0.2,0.001956947,0,9
9063,0.007843137,0,0.215686275,0,1,1,1,0,0.003913894,0,0.003913894,0,9
9064,1,0,0.054901961,0.246753247,1,1,0,0,0.001956947,0.16,0.001956947,0,9
9065,0.02745098,0,0.192156863,0,1,1,1,0,0.001956947,0,0.001956947,0,9
9066,0.003921569,0,0.137254902,0,1,1,1,0,0.001956947,0,0.001956947,0,9
9067,0.058823529,0,0.164705882,0,1,1,1,0,0.003913894,0,0.003913894,0,9
9068,0.047058824,0,0.184313725,0,1,1,1,0,0.001956947,0,0.001956947,0,9
9069,0.015686275,0,0.094117647,0,1,1,1,0,0.003913894,0,0.003913894,0,9
9070,0.011764706,0,0.098039216,0,1,1,1,0,0.001956947,0,0.001956947,0,9
9071,0.062745098,0,0.168627451,0,1,1,1,0,0.001956947,0,0.001956947,0,9
9072,0.031372549,0,0.149019608,0,1,1,0.75,0,0.003913894,0,0.003913894,0,9
9073,0.011764706,0,0.2,0,1,1,1,0,0.001956947,0,0.001956947,0,9
9074,0.015686275,0,0.090196078,0.012987013,1,1,1,0,0.001956947,0,0.001956947,0,9
9075,0.039215686,0,0.070588235,0,1,1,1,0,0.003913894,0,0.003913894,0,9
9076,1,0,0.325490196,0.363636364,1,1,0.01,0.01,0.001956947,0,0.001956947,0,9
9077,0.003921569,0,0.149019608,0,1,1,1,0,0.001956947,0,0.001956947,0,9
9078,1,0,0.482352941,0.363636364,1,1,0,0,0.001956947,0,0.001956947,0,9
9079,0.015686275,0,0.031372549,0,1,1,1,0,0.003913894,0,0.003913894,0,9
9080,0.047058824,0,0.094117647,0,1,1,1,0,0.001956947,0,0.001956947,0,9
9081,0.019607843,0,0.125490196,0.012987013,1,1,1,0,0.001956947,0,0.001956947,0,9
9082,0.015686275,0,0.180392157,0,1,1,1,0,0.003913894,0,0.003913894,0,9
9083,0.035294118,0,0.105882353,0,1,1,1,0,0.003913894,0,0.003913894,0,9
9084,1,0,0.345098039,0.363636364,1,1,0,0,0.001956947,0,0.001956947,0,9
9085,1,0,0.325490196,0,1,1,0.35,0,0.001956947,0.02,0.001956947,0,9
9086,0.003921569,0,0.050980392,0,1,1,1,0,0.001956947,0,0.001956947,0,9
9087,1,0,0.184313725,0.363636364,1,1,0,0,0.001956947,0.04,0.001956947,0,9
9088,0.007843137,0,0.141176471,0,1,1,1,0,0.003913894,0,0.003913894,0,9
9089,1,0,0.364705882,0.363636364,1,1,0,0,0.001956947,0,0.001956947,0,9
9090,0.776470588,0,0.101960784,0.363636364,1,1,0.01,0.01,0.001956947,0.01,0.001956947,0,9
9091,0.956862745,0,0.282352941,0.363636364,1,1,0,0.01,0.001956947,0,0.001956947,0,9
9092,0.003921569,0,0.090196078,0,1,1,1,0,0.001956947,0,0.001956947,0,9
9093,1,0,0.384313725,0.363636364,1,1,0,0.01,0.001956947,0,0.001956947,0,9
9094,1,0,0.321568627,0.363636364,1,1,0,0,0.001956947,0,0.001956947,0,9
9095,0.031372549,0,0.078431373,0,1,1,1,0,0.001956947,0,0.001956947,0,9
9096,0.003921569,0,0.078431373,0,1,1,1,0,0.001956947,0,0.003913894,0,9
9097,0.77254902,0,0.098039216,0.363636364,1,1,0.01,0.01,0.001956947,0.01,0.001956947,0,9
9098,0.811764706,0,0.137254902,0.363636364,1,1,0,0.01,0.001956947,0,0.001956947,0,9
9099,0.019607843,0,0.145098039,0.038961039,1,1,1,0,0.001956947,0,0.001956947,0,9
9100,1,0,0.360784314,0.363636364,1,1,0.01,0.01,0.001956947,0,0.001956947,0,9
9101,0.003921569,0,0.141176471,0,1,1,1,0,0.001956947,0,0.001956947,0,9
9102,0.019607843,0,0.149019608,0,1,1,0.6,0,0.001956947,0,0.001956947,0,9
9103,1,0,0.466666667,0.363636364,1,1,0,0.01,0.001956947,0,0.001956947,0,9
9104,0.031372549,0,0.070588235,0,1,1,1,0,0.003913894,0,0.003913894,0,9
9105,0.015686275,0,0.047058824,0,1,1,1,0,0.003913894,0,0.003913894,0,9
9106,1,0,0.51372549,0.363636364,1,1,0,0,0.001956947,0,0.001956947,0,9
9107,0.023529412,0,0.149019608,0,1,1,1,0,0.001956947,0,0.001956947,0,9
9108,0.705882353,0,0.031372549,0.363636364,1,1,0.01,0.01,0.001956947,0.01,0.001956947,0,9
9109,0.011764706,0,0.141176471,0,1,1,1,0,0.003913894,0,0.003913894,0,9
9110,1,0,0.329411765,0,1,1,0.35,0,0.001956947,0.01,0.001956947,0,9
9111,1,0,0.050980392,0.051948052,1,1,0,0,0.001956947,0.17,0.001956947,0,9
9112,0.733333333,0,0.058823529,0.363636364,1,1,0.01,0.01,0.001956947,0.01,0.001956947,0,9
9113,0.003921569,0,0.050980392,0,1,1,1,0,0.001956947,0,0.001956947,0,9
9114,0.039215686,0,0.078431373,0,1,1,1,0,0.003913894,0,0.003913894,0,9
9115,0.003921569,0,0.043137255,0,1,1,1,0,0.001956947,0,0.001956947,0,9
9116,1,0,0.305882353,0.363636364,1,1,0,0,0.001956947,0,0.001956947,0,9
9117,0.007843137,0,0.047058824,0,1,1,1,0,0.003913894,0,0.003913894,0,9
9118,1,0,0.137254902,0.363636364,1,1,0,0,0.001956947,0.08,0.001956947,0,9
9119,0.462745098,0,0.062745098,0.363636364,1,1,0.01,0.07,0.001956947,0.02,0.001956947,0,9
9120,1,0,0.298039216,0.077922078,1,1,0,0,0.001956947,0,0.001956947,0,9
9121,1,0,0.262745098,0.051948052,0.5,1,0.36,0,0.003913894,0.02,0.001956947,0,9
9122,0.023529412,0,0.066666667,0,1,1,1,0,0.003913894,0,0.003913894,0,9
9123,1,0,0.490196078,0.363636364,1,1,0,0,0.001956947,0,0.001956947,0,9
9124,0.039215686,0,0.152941176,0,1,1,0.8,0,0.003913894,0,0.003913894,0,9
9125,0.019607843,0,0.152941176,0,1,1,1,0,0.001956947,0,0.001956947,0,9
9126,0.933333333,0,0.258823529,0.363636364,1,1,0,0.01,0.001956947,0,0.001956947,0,9
9127,0.023529412,0,0.180392157,0,1,1,1,0,0.001956947,0,0.001956947,0,9
9128,0.007843137,0,0.164705882,0.038961039,1,1,1,0,0.001956947,0,0.001956947,0,9
9129,0.019607843,0,0.125490196,0.064935065,1,1,1,0,0.001956947,0,0.001956947,0,9
9130,0.023529412,0,0.168627451,0,1,1,1,0,0.001956947,0,0.001956947,0,9
9131,0.054901961,0,0.160784314,0,1,1,1,0,0.003913894,0,0.003913894,0,9
9132,0.011764706,0,0.231372549,0,1,1,1,0,0.001956947,0.33,0.001956947,0,9
9133,1,0,0.078431373,0.25974026,1,1,0,0,0.001956947,0.14,0.001956947,0,9
9134,0.992156863,0,0.403921569,0,1,1,0.41,0,0.003913894,0,0.003913894,0,9
9135,0.011764706,0,0.02745098,0,1,1,1,0,0.001956947,0,0.001956947,0,9
9136,0.015686275,0,0.094117647,0,1,1,1,0,0.003913894,0,0.003913894,0,9
9137,0.003921569,0,0.043137255,0,1,1,1,0,0.001956947,0,0.001956947,0,9
9138,1,0,0.039215686,0.246753247,1,1,0,0,0.001956947,0.18,0.001956947,0,9
9139,0.019607843,0,0.149019608,0.025974026,1,1,1,0,0.001956947,0,0.001956947,0,9
9140,1,0,0.450980392,0.363636364,1,1,0,0,0.001956947,0,0.001956947,0,9
9141,0.031372549,0,0.184313725,0,1,1,1,0,0.003913894,0,0.003913894,0,9
9142,1,0,0.505882353,0.363636364,1,1,0,0,0.001956947,0,0.001956947,0,9
9143,1,0,0.125490196,0.363636364,1,1,0,0,0.001956947,0.09,0.001956947,0,9
9144,1,0,0.219607843,0.363636364,1,1,0,0,0.001956947,0,0.001956947,0,9
9145,1,0,0.419607843,0.363636364,1,1,0,0,0.001956947,0,0.001956947,0,9
9146,1,0,0.478431373,0.363636364,1,1,0,0,0.001956947,0,0.001956947,0,9
9147,0.02745098,0,0.129411765,0,1,1,1,0,0.001956947,0,0.001956947,0,9
9148,1,0,0.047058824,0.064935065,1,1,0,0,0.001956947,0.17,0.001956947,0,9
9149,0.015686275,0,0.176470588,0,1,1,1,0,0.003913894,0,0.003913894,0,9
9150,0.007843137,0,0.035294118,0,1,1,1,0,0.003913894,0,0.003913894,0,9
9151,0.015686275,0,0.101960784,0,1,1,1,0,0.003913894,0,0.003913894,0,9
9152,0.070588235,0,0.207843137,0.038961039,1,1,1,0,0.001956947,0,0.037181996,0,9
9153,0.764705882,0,0.090196078,0.363636364,1,1,0.01,0.01,0.001956947,0.01,0.001956947,0,9
9154,0.007843137,0,0.058823529,0,1,1,1,0,0.003913894,0,0.003913894,0,9
9155,0.035294118,0,0.078431373,0.025974026,1,1,1,0,0.001956947,0,0.001956947,0,9
9156,0.023529412,0,0.129411765,0,1,1,1,0,0.001956947,0,0.001956947,0,9
9157,0.050980392,0,0.164705882,0,1,1,0.85,0,0.001956947,0,0.001956947,0,9
9158,1,0,0.411764706,0.363636364,1,1,0.01,0.01,0.001956947,0,0.001956947,0,9
9159,0.02745098,0,0.17254902,0,1,1,1,0,0.003913894,0,0.003913894,0,9
9160,1,0,0.254901961,0.363636364,1,1,0,0,0.001956947,0,0.001956947,0,9
9161,0.015686275,0,0.149019608,0.051948052,1,1,1,0,0.001956947,0,0.001956947,0,9
9162,0.847058824,0,0.17254902,0.363636364,1,1,0,0.01,0.001956947,0,0.001956947,0,9
9163,0.015686275,0,0.125490196,0,1,1,1,0,0.003913894,0,0.003913894,0,9
9164,0.709803922,0,0.035294118,0.363636364,1,1,0.01,0.01,0.001956947,0.01,0.001956947,0,9
9165,0.435294118,0,0.035294118,0.363636364,0.5,1,0.01,0.07,0.003913894,0.02,0.001956947,0,9
9166,0.980392157,0,0.392156863,0,1,1,0.4,0,0.001956947,0,0.001956947,0,9
9167,0.023529412,0,0.160784314,0.012987013,1,1,1,0,0.001956947,0,0.001956947,0,9
9168,0.007843137,0,0.019607843,0,1,1,1,0,0.003913894,0,0.003913894,0,9
9169,0.474509804,0,0.074509804,0.363636364,1,1,0.01,0.07,0.001956947,0.02,0.001956947,0,9
9170,1,0,0.333333333,0.363636364,1,1,0,0,0.001956947,0,0.001956947,0,9
9171,0.023529412,0,0.125490196,0,1,1,1,0,0.003913894,0,0.003913894,0,9
9172,0.003921569,0,0.160784314,0,1,1,1,0,0.001956947,0,0.001956947,0,9
9173,1,0,0.325490196,0,1,1,0.35,0,0.003913894,0.01,0.003913894,0,9
9174,0.941176471,0,0.266666667,0.363636364,1,1,0,0.01,0.001956947,0,0.001956947,0,9
9175,0.866666667,0,0.192156863,0.363636364,1,1,0,0.01,0.001956947,0,0.001956947,0,9
9176,1,0,0.4,0.363636364,1,1,0,0,0.001956947,0,0.001956947,0,9
9177,1,0,0.290196078,0.363636364,1,1,0,0,0.001956947,0,0.001956947,0,9
9178,0.011764706,0,0.145098039,0,1,1,1,0,0.001956947,0,0.001956947,0,9
9179,0.023529412,0,0.066666667,0,1,1,1,0,0.003913894,0,0.003913894,0,9
9180,0.003921569,0,0.058823529,0,1,1,1,0,0.001956947,0,0.001956947,0,9
9181,0.007843137,0,0.137254902,0,1,1,1,0,0.001956947,0,0.001956947,0,9
9182,0.717647059,0,0.043137255,0.363636364,0.5,1,0.01,0.01,0.003913894,0.01,0.001956947,0,9
9183,0.023529412,0,0.243137255,0,1,1,1,0,0.003913894,0.17,0.003913894,0,9
9184,0.02745098,0,0.133333333,0.038961039,1,1,1,0,0.001956947,0,0.003913894,0,9
9185,0.023529412,0,0.054901961,0,1,1,1,0,0.003913894,0,0.003913894,0,9
9186,0.043137255,0,0.192156863,0,1,1,1,0,0.001956947,0,0.001956947,0,9
9187,0.023529412,0,0.141176471,0,1,1,1,0,0.003913894,0,0.003913894,0,9
9188,0.725490196,0,0.050980392,0.363636364,1,1,0.01,0.01,0.001956947,0.01,0.001956947,0,9
9189,0.007843137,0,0.054901961,0,1,1,1,0,0.003913894,0,0.003913894,0,9
9190,0.745098039,0,0.070588235,0.363636364,1,1,0.01,0.01,0.001956947,0.01,0.001956947,0,9
9191,0.031372549,0,0.164705882,0,1,1,1,0,0.003913894,0,0.003913894,0,9
9192,0.011764706,0,0.149019608,0,1,1,1,0,0.001956947,0,0.001956947,0,9
9193,1,0,0.4,0.363636364,1,1,0,0.01,0.001956947,0,0.001956947,0,9
9194,0.898039216,0,0.223529412,0.363636364,1,1,0.01,0.01,0.001956947,0,0.001956947,0,9
9195,0.019607843,0,0.019607843,0,1,1,1,0,0.003913894,0,0.003913894,0,9
9196,0.011764706,0,0.011764706,0,1,1,1,0,0.001956947,0,0.001956947,0,9
9197,0.035294118,0,0.17254902,0,1,1,1,0,0.003913894,0,0.003913894,0,9
9198,0.003921569,0,0.003921569,0,1,1,1,0,0.001956947,0,0.001956947,0,9
9199,0.007843137,0,0.019607843,0,1,1,1,0,0.003913894,0,0.003913894,0,9
9200,0.007843137,0,0.039215686,0,1,1,1,0,0.003913894,0,0.003913894,0,9
9201,1,0,0.301960784,0.363636364,1,1,0,0,0.001956947,0,0.001956947,0,9
9202,0.019607843,0,0.207843137,0,1,1,1,0,0.001956947,0,0.001956947,0,9
9203,0.023529412,0,0.101960784,0,1,1,1,0,0.003913894,0,0.003913894,0,9
9204,0.039215686,0,0.145098039,0,1,1,1,0,0.001956947,0,0.001956947,0,9
9205,0.031372549,0,0.031372549,0,1,1,1,0,0.003913894,0,0.003913894,0,9
9206,1,0,0.407843137,0.363636364,1,1,0,0,0.001956947,0,0.001956947,0,9
9207,1,0,0.48627451,0.363636364,1,1,0,0,0.001956947,0,0.001956947,0,9
9208,0.984313725,0,0.309803922,0.363636364,1,1,0,0.01,0.001956947,0,0.001956947,0,9
9209,0.48627451,0,0.08627451,0.363636364,1,1,0.01,0.06,0.001956947,0.02,0.001956947,0,9
9210,0.019607843,0,0.074509804,0,1,1,1,0,0.001956947,0,0.001956947,0,9
9211,0.02745098,0,0.125490196,0,1,1,1,0,0.003913894,0,0.003913894,0,9
9212,0.901960784,0,0.22745098,0.363636364,1,1,0,0.01,0.001956947,0,0.001956947,0,9
9213,0.047058824,0,0.090196078,0,1,1,1,0,0.003913894,0,0.003913894,0,9
9214,1,0,0.211764706,0.363636364,1,1,0,0,0.001956947,0.01,0.001956947,0,9
9215,1,0,0.282352941,0.363636364,1,1,0,0,0.001956947,0,0.001956947,0,9
9216,0.031372549,0,0.156862745,0,1,1,1,0,0.001956947,0,0.001956947,0,9
9217,1,0,0.007843137,0.077922078,1,1,0,0,0.001956947,0.21,0.001956947,0,9
9218,0.015686275,0,0.090196078,0,1,1,1,0,0.003913894,0,0.003913894,0,9
9219,0.015686275,0,0.121568627,0,1,1,1,0,0.001956947,0,0.001956947,0,9
9220,1,0,0.443137255,0.363636364,1,1,0,0,0.001956947,0,0.001956947,0,9
9221,0.02745098,0,0.098039216,0,1,1,1,0,0.001956947,0,0.001956947,0,9
9222,0.945098039,0,0.270588235,0.363636364,1,1,0,0.01,0.001956947,0,0.001956947,0,9
9223,0.015686275,0,0.105882353,0,1,1,1,0,0.003913894,0,0.003913894,0,9
9224,1,0,0.494117647,0.363636364,1,1,0,0.01,0.001956947,0,0.001956947,0,9
9225,0.007843137,0,0.152941176,0,1,1,1,0,0.003913894,0,0.003913894,0,9
9226,1,0,0.176470588,0.363636364,1,1,0,0,0.001956947,0.04,0.001956947,0,9
9227,0.819607843,0,0.145098039,0.363636364,1,1,0,0.01,0.001956947,0,0.001956947,0,9
9228,1,0,0.258823529,0.051948052,1,1,0.36,0,0.001956947,0.02,0.001956947,0,9
9229,0.031372549,0,0.101960784,0,1,1,1,0,0.003913894,0,0.003913894,0,9
9230,0.007843137,0,0.082352941,0,1,1,1,0,0.003913894,0,0.005870841,0,9
9231,0.015686275,0,0.180392157,0.012987013,1,1,1,0,0.001956947,0,0.001956947,0,9
9232,0.862745098,0,0.188235294,0.363636364,1,1,0,0.01,0.001956947,0,0.001956947,0,9
9233,0.007843137,0,0.039215686,0,1,1,1,0,0.003913894,0,0.003913894,0,9
9234,0.050980392,0,0.098039216,0,1,1,1,0,0.003913894,0,0.003913894,0,9
9235,0.007843137,0,0.145098039,0,1,1,1,0,0.003913894,0,0.003913894,0,9
9236,0.031372549,0,0.062745098,0,1,1,1,0,0.003913894,0,0.003913894,0,9
9237,0.003921569,0,0.031372549,0,1,1,1,0,0.001956947,0,0.001956947,0,9
9238,0.807843137,0,0.133333333,0.363636364,1,1,0,0.01,0.001956947,0,0.001956947,0,9
9239,0.011764706,0,0.039215686,0,1,1,1,0,0.001956947,0,0.001956947,0,9
9240,0.043137255,0,0.156862745,0,1,1,0.82,0,0.001956947,0,0.001956947,0,9
9241,0.02745098,0,0.152941176,0,1,1,1,0,0.003913894,0,0.003913894,0,9
9242,1,0,0.545098039,0.363636364,1,1,0,0,0.001956947,0,0.001956947,0,9
9243,1,0,0.537254902,0.363636364,1,1,0,0,0.001956947,0,0.001956947,0,9
9244,0.058823529,0,0.196078431,0,1,1,1,0,0.001956947,0,0.001956947,0,9
9245,0.011764706,0,0.11372549,0,1,1,1,0,0.001956947,0,0.001956947,0,9
9246,0.015686275,0,0.184313725,0,1,1,1,0,0.003913894,0,0.003913894,0,9
9247,1,0,0.458823529,0.363636364,1,1,0,0.01,0.001956947,0,0.001956947,0,9
9248,0.007843137,0,0.054901961,0,1,1,1,0,0.003913894,0,0.003913894,0,9
9249,0.737254902,0,0.062745098,0.363636364,1,1,0.01,0.01,0.001956947,0.01,0.001956947,0,9
9250,0.011764706,0,0.156862745,0,1,1,1,0,0.001956947,0,0.001956947,0,9
9251,1,0,0.439215686,0.363636364,1,1,0,0.01,0.001956947,0,0.001956947,0,9
9252,1,0,0.360784314,0.363636364,1,1,0,0,0.001956947,0,0.001956947,0,9
9253,0.050980392,0,0.094117647,0,1,1,1,0,0.001956947,0,0.001956947,0,9
9254,1,0,0.411764706,0.363636364,1,1,0,0,0.001956947,0,0.001956947,0,9
9255,1,0,0.023529412,0.064935065,1,1,0,0,0.001956947,0.2,0.001956947,0,9
9256,0.047058824,0,0.17254902,0,1,1,1,0,0.001956947,0,0.001956947,0,9
9257,0.937254902,0,0.262745098,0.363636364,1,1,0,0.01,0.001956947,0,0.001956947,0,9
9258,0.011764706,0,0.219607843,0,1,1,1,0,0.001956947,0,0.001956947,0,9
9259,0.011764706,0,0.145098039,0,1,1,1,0,0.001956947,0,0.001956947,0,9
9260,0.788235294,0,0.11372549,0.363636364,1,1,0,0.01,0.001956947,0,0.001956947,0,9
9261,0.003921569,0,0.105882353,0,1,1,1,0,0.001956947,0,0.001956947,0,9
9262,0.011764706,0,0.054901961,0,1,1,1,0,0.001956947,0,0.001956947,0,9
9263,1,0,0.258823529,0.363636364,1,1,0,0,0.001956947,0,0.001956947,0,9
9264,0.023529412,0,0.168627451,0,1,1,1,0,0.001956947,0,0.001956947,0,9
9265,0.023529412,0,0.133333333,0,1,1,1,0,0.003913894,0,0.003913894,0,9
9266,0.858823529,0,0.184313725,0.363636364,1,1,0,0.01,0.001956947,0,0.001956947,0,9
9267,0.003921569,0,0.17254902,0,1,1,1,0,0.001956947,0,0.001956947,0,9
9268,0.011764706,0,0.152941176,0,1,1,1,0,0.001956947,0,0.001956947,0,9
9269,1,0,0.549019608,0.077922078,1,1,0,0,0.001956947,0,0.001956947,0,9
9270,0.988235294,0,0.4,0,1,1,0.4,0,0.001956947,0,0.001956947,0,9
9271,0.023529412,0,0.062745098,0,1,1,1,0,0.003913894,0,0.003913894,0,9
9272,1,0,0.368627451,0.363636364,1,1,0,0.01,0.001956947,0,0.001956947,0,9
9273,1,0,0.325490196,0,1,1,0.35,0,0.003913894,0.02,0.003913894,0,9
9274,0.023529412,0,0.094117647,0,1,1,1,0,0.003913894,0,0.003913894,0,9
9275,0.415686275,0,0.015686275,0.363636364,1,1,0.01,0.08,0.001956947,0.02,0.001956947,0,9
9276,0.066666667,0,0.17254902,0,1,1,1,0,0.001956947,0,0.001956947,0,9
9277,0.007843137,0,0.015686275,0,1,1,1,0,0.003913894,0,0.003913894,0,9
9278,0.109803922,0,0.015686275,0,1,1,0.14,0,0.003913894,0,0.003913894,0,9
9279,0.003921569,0,0.035294118,0,1,1,1,0,0.001956947,0,0.001956947,0,9
9280,0.054901961,0,0.094117647,0,1,1,1,0,0.003913894,0,0.003913894,0,9
9281,0.494117647,0,0.094117647,0.363636364,1,1,0.01,0.06,0.001956947,0.02,0.001956947,0,9
9282,0.02745098,0,0.070588235,0,1,1,1,0,0.001956947,0,0.001956947,0,9
9283,1,0,0.266666667,0,1,1,0.36,0,0.001956947,0.02,0.001956947,0,9
9284,1,0,0.352941176,0.363636364,1,1,0,0.01,0.001956947,0,0.001956947,0,9
9285,0.031372549,0,0.247058824,0,1,1,1,0,0.001956947,0.25,0.001956947,0,9
9286,0.047058824,0,0.184313725,0,1,1,1,0,0.003913894,0,0.003913894,0,9
9287,0.007843137,0,0.11372549,0,1,1,1,0,0.003913894,0,0.003913894,0,9
9288,0.015686275,0,0.11372549,0.038961039,1,1,1,0,0.001956947,0,0.001956947,0,9
9289,0.039215686,0,0.082352941,0,1,1,1,0,0.001956947,0,0.001956947,0,9
9290,0.035294118,0,0.074509804,0,1,1,1,0,0.001956947,0,0.001956947,0,9
9291,0.917647059,0,0.243137255,0.363636364,1,1,0,0.01,0.001956947,0,0.001956947,0,9
9292,0.007843137,0,0.22745098,0,1,1,1,0,0.003913894,0.5,0.003913894,0,9
9293,0.815686275,0,0.141176471,0.363636364,1,1,0,0.01,0.001956947,0,0.001956947,0,9
9294,0.011764706,0,0.117647059,0,1,1,1,0,0.001956947,0,0.001956947,0,9
9295,1,0,0.431372549,0.363636364,1,1,0,0.01,0.001956947,0,0.001956947,0,9
9296,1,0,0.494117647,0.363636364,1,1,0,0,0.001956947,0,0.001956947,0,9
9297,0.015686275,0,0.058823529,0,1,1,1,0,0.003913894,0,0.003913894,0,9
9298,0.031372549,0,0.070588235,0,1,1,1,0,0.003913894,0,0.003913894,0,9
9299,1,0,0.043137255,0.064935065,1,1,0,0,0.001956947,0.18,0.001956947,0,9
9300,1,0,0.007843137,0,1,0,0.01,0.77,0.003913894,0,0.003913894,0,4
9301,1,0,0.71372549,0,1,0,0.71,0.2,0.160469667,0.09,0.160469667,0,4
9302,1,0,0.133333333,0,0.97,0,0.13,0.67,0.068493151,0,0.066536204,0,4
9303,1,0,0.278431373,0,1,0,0.28,0,0.007827789,0,0.007827789,0,4
9304,1,0,0.082352941,0,1,0,0.08,0,0.04109589,0,0.04109589,0,4
9305,1,0,0.266666667,0,1,0,0.27,0,0.133072407,0,0.133072407,0,4
9306,1,0,0.345098039,0,1,0,0.35,0,0.17221135,0,0.17221135,0,4
9307,1,0,0.258823529,0,1,0,0.26,0,0.193737769,0,0.193737769,0,4
9308,1,0,0.105882353,0,1,0,0.11,0,0.052837573,0,0.052837573,0,4
9309,1,0,0.070588235,0,1,0,0.07,0.72,0.035225049,0,0.035225049,0,4
9310,0.643137255,0,0.360784314,0,1,0,0.56,0,0.180039139,0,0.180039139,0,4
